customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup
CUST00487,Male,0,No,No,60,Yes,DSL,Month-to-month,Credit card,74.78,4618.47,No,49-72 Months
CUST00488,Female,0,Yes,Yes,50,Yes,Fiber optic,Two year,Electronic check,80.87,4100.62,Yes,49-72 Months
CUST00489,Male,1,No,Yes,47,Yes,No,Month-to-month,Mailed check,49.8,2268.79,Yes,25-48 Months
CUST00490,Male,0,Yes,No,20,Yes,No,Month-to-month,Mailed check,27.45,457.26,No,13-24 Months
CUST00491,Female,1,No,Yes,53,Yes,DSL,One year,Mailed check,58.36,3084.57,No,49-72 Months
CUST00492,Male,0,Yes,No,55,Yes,No,Month-to-month,Electronic check,34.08,2018.73,No,49-72 Months
CUST00493,Male,0,Yes,No,58,Yes,DSL,Two year,Credit card,51.66,2838.42,Yes,49-72 Months
CUST00494,Female,0,No,No,71,Yes,Fiber optic,Month-to-month,Electronic check,61.11,4340.06,Yes,49-72 Months
CUST00495,Male,0,Yes,No,50,Yes,No,One year,Bank transfer,41.95,2185.61,Yes,49-72 Months
CUST00496,Male,0,Yes,Yes,19,Yes,Fiber optic,Month-to-month,Mailed check,72.56,1490.16,No,13-24 Months
CUST00497,Male,0,Yes,No,58,Yes,Fiber optic,Two year,Bank transfer,76.79,4541.57,No,49-72 Months
CUST00498,Female,0,Yes,No,70,Yes,DSL,Month-to-month,Electronic check,72.68,4917.49,Yes,49-72 Months
CUST00499,Male,0,Yes,Yes,8,Yes,Fiber optic,One year,Bank transfer,84.58,812.45,Yes,0-12 Months
CUST00500,Female,0,Yes,No,0,Yes,Fiber optic,One year,Electronic check,93.92,8.06,No,
CUST00501,Male,0,No,Yes,28,Yes,DSL,Month-to-month,Electronic check,60.96,1576.61,No,25-48 Months
CUST00502,Male,1,No,No,62,Yes,No,Month-to-month,Mailed check,39.44,2442.38,Yes,49-72 Months
CUST00503,Male,1,No,No,71,No,No,One year,Bank transfer,18.07,1047.93,No,49-72 Months
CUST00504,Female,1,Yes,Yes,55,No,No,Two year,Electronic check,18.0,1059.4,No,49-72 Months
CUST00505,Male,1,No,No,67,Yes,Fiber optic,Month-to-month,Electronic check,84.41,5640.14,Yes,49-72 Months
CUST00506,Male,0,Yes,No,34,Yes,Fiber optic,Month-to-month,Credit card,76.51,2448.93,No,25-48 Months
CUST00507,Female,0,Yes,No,2,Yes,No,Two year,Credit card,40.16,45.51,No,0-12 Months
CUST00508,Male,0,No,No,6,Yes,No,Month-to-month,Electronic check,30.44,97.74,Yes,0-12 Months
CUST00509,Female,0,Yes,No,26,Yes,Fiber optic,Two year,Bank transfer,78.6,1966.37,No,25-48 Months
CUST00510,Female,0,Yes,Yes,0,Yes,DSL,One year,Mailed check,59.24,0.0,No,
CUST00511,Male,0,No,No,70,Yes,DSL,One year,Bank transfer,68.62,4602.74,No,49-72 Months
CUST00512,Female,0,No,Yes,43,Yes,Fiber optic,Month-to-month,Credit card,76.61,3266.67,No,25-48 Months
CUST00513,Male,0,No,No,40,Yes,Fiber optic,Month-to-month,Electronic check,89.5,3531.79,No,25-48 Months
CUST00514,Female,0,No,No,41,Yes,No,One year,Bank transfer,27.76,1255.04,No,25-48 Months
CUST00515,Female,0,No,No,32,Yes,DSL,Two year,Mailed check,62.16,1913.31,No,25-48 Months
CUST00516,Male,0,Yes,No,49,Yes,DSL,Two year,Mailed check,54.5,2607.26,No,49-72 Months
CUST00517,Female,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Bank transfer,88.93,5456.03,No,49-72 Months
CUST00518,Female,1,Yes,No,36,Yes,Fiber optic,Month-to-month,Credit card,73.45,2620.56,Yes,25-48 Months
CUST00519,Female,0,Yes,Yes,58,Yes,DSL,Month-to-month,Electronic check,54.27,3158.64,Yes,49-72 Months
CUST00520,Female,0,Yes,Yes,47,No,Fiber optic,Two year,Electronic check,54.95,2533.89,Yes,25-48 Months
CUST00521,Female,1,No,Yes,4,No,Fiber optic,Month-to-month,Electronic check,65.82,331.83,Yes,0-12 Months
CUST00522,Male,1,No,No,47,Yes,Fiber optic,Month-to-month,Credit card,84.73,4258.34,No,25-48 Months
CUST00523,Female,1,No,Yes,2,Yes,Fiber optic,Month-to-month,Bank transfer,83.87,68.69,Yes,0-12 Months
CUST00524,Male,0,Yes,Yes,46,Yes,DSL,Month-to-month,Bank transfer,58.85,2754.12,No,25-48 Months
CUST00525,Female,0,No,Yes,61,Yes,Fiber optic,Two year,Electronic check,74.72,4561.46,No,49-72 Months
CUST00526,Male,0,No,Yes,13,No,No,Month-to-month,Credit card,18.0,359.64,No,13-24 Months
CUST00527,Male,0,No,No,62,Yes,DSL,Month-to-month,Credit card,58.08,3625.32,No,49-72 Months
CUST00528,Female,0,Yes,No,60,Yes,No,Month-to-month,Bank transfer,37.02,2134.03,Yes,49-72 Months
CUST00529,Female,0,No,No,30,Yes,Fiber optic,Month-to-month,Electronic check,81.47,2304.29,No,25-48 Months
CUST00530,Female,0,Yes,No,16,Yes,No,Month-to-month,Electronic check,48.92,855.98,Yes,13-24 Months
CUST00531,Male,0,Yes,Yes,23,Yes,No,Month-to-month,Bank transfer,35.32,682.3,No,13-24 Months
CUST00532,Female,0,Yes,No,22,Yes,Fiber optic,One year,Bank transfer,82.89,1965.63,Yes,13-24 Months
CUST00533,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,Electronic check,80.57,4014.31,No,49-72 Months
CUST00534,Male,0,No,Yes,69,Yes,DSL,Month-to-month,Bank transfer,57.39,3970.32,No,49-72 Months
CUST00535,Male,0,Yes,Yes,26,Yes,No,Month-to-month,Electronic check,37.83,826.11,No,25-48 Months
CUST00536,Female,0,Yes,Yes,14,Yes,Fiber optic,One year,Bank transfer,76.63,1153.86,No,13-24 Months
CUST00537,Female,1,Yes,Yes,49,No,Fiber optic,One year,Mailed check,64.53,3355.98,No,49-72 Months
CUST00538,Male,0,Yes,No,35,Yes,Fiber optic,One year,Electronic check,89.27,3073.44,Yes,25-48 Months
CUST00539,Male,0,Yes,No,7,Yes,No,One year,Mailed check,31.12,128.81,No,0-12 Months
CUST00540,Female,0,Yes,Yes,2,Yes,DSL,One year,Mailed check,63.1,115.16,No,0-12 Months
CUST00541,Male,0,No,Yes,61,Yes,Fiber optic,Month-to-month,Electronic check,60.15,3725.18,Yes,49-72 Months
CUST00542,Female,0,Yes,No,46,Yes,Fiber optic,Two year,Credit card,78.52,3548.17,No,25-48 Months
CUST00543,Male,0,Yes,Yes,60,Yes,Fiber optic,Month-to-month,Electronic check,76.06,4671.5,Yes,49-72 Months
CUST00544,Female,0,Yes,No,31,Yes,Fiber optic,Month-to-month,Electronic check,80.96,2739.05,Yes,25-48 Months
CUST00545,Male,0,No,No,12,Yes,Fiber optic,Two year,Electronic check,78.11,976.95,Yes,0-12 Months
CUST00546,Female,1,No,Yes,0,Yes,Fiber optic,Month-to-month,Electronic check,81.13,0.0,Yes,
CUST00547,Male,0,No,Yes,33,Yes,No,Two year,Electronic check,31.97,1107.81,No,25-48 Months
CUST00548,Female,0,Yes,No,61,Yes,DSL,Month-to-month,Electronic check,63.09,3989.77,Yes,49-72 Months
CUST00549,Female,1,No,No,70,Yes,Fiber optic,Two year,Bank transfer,66.28,4658.76,No,49-72 Months
CUST00550,Male,1,Yes,No,30,Yes,DSL,Two year,Electronic check,60.89,1884.91,No,25-48 Months
CUST00551,Male,0,No,No,63,No,DSL,Two year,Bank transfer,37.5,2447.07,No,49-72 Months
CUST00552,Female,0,No,Yes,24,Yes,DSL,Two year,Electronic check,69.34,1559.11,No,13-24 Months
CUST00553,Male,0,No,No,37,Yes,Fiber optic,Two year,Electronic check,72.37,2732.78,No,25-48 Months
CUST00554,Female,0,No,No,13,Yes,Fiber optic,One year,Electronic check,87.96,982.45,No,13-24 Months
CUST00555,Male,0,No,Yes,7,Yes,DSL,Month-to-month,Credit card,59.91,340.36,No,0-12 Months
CUST00556,Female,0,Yes,No,53,Yes,DSL,Month-to-month,Bank transfer,45.37,2542.09,No,49-72 Months
CUST00557,Female,0,No,Yes,1,Yes,No,One year,Bank transfer,27.99,132.51,No,0-12 Months
CUST00558,Female,1,Yes,No,55,Yes,DSL,Two year,Electronic check,66.78,3640.48,No,49-72 Months
CUST00559,Female,1,No,Yes,60,Yes,No,One year,Credit card,41.33,2684.5,No,49-72 Months
CUST00560,Female,0,Yes,No,21,Yes,DSL,Two year,Electronic check,49.61,884.59,No,13-24 Months
CUST00561,Female,0,Yes,No,34,Yes,Fiber optic,Two year,Electronic check,92.5,3120.39,Yes,25-48 Months
CUST00562,Male,0,Yes,No,15,Yes,DSL,Month-to-month,Bank transfer,59.8,930.01,Yes,13-24 Months
CUST00563,Male,0,Yes,Yes,49,Yes,No,Month-to-month,Mailed check,42.08,1724.93,Yes,49-72 Months
CUST00564,Male,0,No,No,42,No,Fiber optic,Month-to-month,Credit card,55.31,2304.1,Yes,25-48 Months
CUST00565,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,Electronic check,76.35,1086.66,Yes,13-24 Months
CUST00566,Female,0,Yes,No,57,Yes,DSL,One year,Credit card,63.33,3477.6,No,49-72 Months
CUST00567,Female,0,Yes,No,1,Yes,Fiber optic,Two year,Bank transfer,77.49,44.82,Yes,0-12 Months
CUST00568,Female,0,No,No,3,Yes,Fiber optic,One year,Mailed check,56.63,0.0,Yes,0-12 Months
CUST00569,Male,0,Yes,No,38,Yes,DSL,Month-to-month,Electronic check,58.47,2124.9,No,25-48 Months
CUST00570,Male,0,No,No,5,Yes,DSL,Month-to-month,Electronic check,44.28,5.13,No,0-12 Months
CUST00571,Female,0,No,No,68,Yes,No,Month-to-month,Credit card,26.43,1812.09,No,49-72 Months
CUST00572,Male,1,No,No,68,Yes,DSL,Month-to-month,Mailed check,48.78,3329.56,No,49-72 Months
CUST00573,Male,0,No,No,19,Yes,Fiber optic,Month-to-month,Bank transfer,89.06,1650.31,No,13-24 Months
CUST00574,Female,0,Yes,No,63,Yes,Fiber optic,Month-to-month,Credit card,91.57,5888.48,No,49-72 Months
CUST00575,Male,0,No,No,15,Yes,No,Month-to-month,Electronic check,37.73,530.41,No,13-24 Months
CUST00576,Female,0,Yes,No,50,Yes,No,Month-to-month,Bank transfer,33.16,1655.23,Yes,49-72 Months
CUST00577,Male,0,Yes,Yes,36,Yes,No,Two year,Bank transfer,35.23,1159.56,No,25-48 Months
CUST00578,Female,0,No,No,72,Yes,DSL,Month-to-month,Electronic check,69.05,4695.21,Yes,49-72 Months
CUST00579,Female,0,Yes,No,68,Yes,No,Month-to-month,Electronic check,19.13,1283.4,No,49-72 Months
CUST00580,Female,0,No,No,41,No,DSL,Month-to-month,Mailed check,36.4,1459.29,No,25-48 Months
CUST00581,Female,1,No,No,56,Yes,Fiber optic,Month-to-month,Mailed check,88.03,5134.87,No,49-72 Months
CUST00582,Male,0,No,No,65,Yes,Fiber optic,One year,Bank transfer,89.7,5910.59,Yes,49-72 Months
CUST00583,Female,0,No,No,8,Yes,DSL,One year,Electronic check,64.72,468.19,No,0-12 Months
CUST00584,Female,1,Yes,No,63,Yes,No,Month-to-month,Credit card,26.64,1695.32,Yes,49-72 Months
CUST00585,Female,0,Yes,No,21,Yes,DSL,One year,Electronic check,67.92,1535.16,No,13-24 Months
CUST00586,Male,1,No,No,33,Yes,Fiber optic,Month-to-month,Bank transfer,90.89,3061.38,Yes,25-48 Months
CUST00587,Female,0,Yes,No,54,Yes,No,One year,Mailed check,40.75,2400.77,Yes,49-72 Months
CUST00588,Male,0,No,No,28,Yes,No,Month-to-month,Electronic check,18.0,409.27,Yes,25-48 Months
CUST00589,Female,0,No,Yes,37,Yes,DSL,Month-to-month,Electronic check,61.0,2374.0,Yes,25-48 Months
CUST00590,Male,0,No,Yes,17,Yes,Fiber optic,Two year,Credit card,84.68,1388.82,No,13-24 Months
CUST00591,Male,0,Yes,No,70,No,No,Two year,Credit card,18.0,1283.23,No,49-72 Months
CUST00592,Female,0,Yes,Yes,64,Yes,DSL,One year,Electronic check,61.49,3868.44,No,49-72 Months
CUST00593,Male,0,Yes,No,0,Yes,Fiber optic,Month-to-month,Mailed check,75.89,0.0,No,
CUST00594,Female,0,Yes,No,3,Yes,DSL,Month-to-month,Mailed check,53.11,184.72,No,0-12 Months
CUST00595,Female,0,No,No,3,Yes,Fiber optic,Two year,Electronic check,92.08,347.43,No,0-12 Months
CUST00596,Female,1,Yes,No,26,Yes,No,Month-to-month,Bank transfer,36.72,962.08,No,25-48 Months
CUST00597,Male,1,Yes,Yes,42,Yes,Fiber optic,Month-to-month,Credit card,71.15,2689.96,No,25-48 Months
CUST00598,Male,1,Yes,No,58,No,Fiber optic,Month-to-month,Electronic check,53.99,3122.19,Yes,49-72 Months
CUST00599,Female,0,No,No,31,Yes,Fiber optic,Month-to-month,Credit card,73.11,2442.86,Yes,25-48 Months
CUST00600,Female,0,No,No,32,Yes,Fiber optic,Month-to-month,Electronic check,73.16,2330.94,No,25-48 Months
CUST00601,Male,0,Yes,Yes,27,Yes,DSL,Month-to-month,Bank transfer,61.17,1831.41,Yes,25-48 Months
CUST00602,Female,0,Yes,No,54,Yes,DSL,Month-to-month,Mailed check,63.88,3435.1,No,49-72 Months
CUST00603,Female,0,Yes,Yes,59,Yes,Fiber optic,Two year,Mailed check,83.88,4760.28,No,49-72 Months
CUST00604,Female,0,Yes,Yes,69,Yes,Fiber optic,Month-to-month,Mailed check,74.0,5054.05,No,49-72 Months
CUST00605,Male,0,No,Yes,61,Yes,Fiber optic,Month-to-month,Electronic check,87.37,5262.56,No,49-72 Months
CUST00606,Male,0,No,Yes,33,Yes,DSL,One year,Bank transfer,69.82,2276.52,No,25-48 Months
CUST00607,Male,0,Yes,No,55,Yes,Fiber optic,One year,Bank transfer,77.92,4143.36,No,49-72 Months
CUST00608,Female,0,Yes,Yes,12,No,DSL,Month-to-month,Electronic check,36.74,439.82,No,0-12 Months
CUST00609,Female,0,No,No,55,Yes,No,Two year,Credit card,35.8,1929.61,No,49-72 Months
CUST00610,Female,1,Yes,No,17,Yes,Fiber optic,Month-to-month,Electronic check,97.28,1808.3,No,13-24 Months
CUST00611,Male,0,No,No,53,Yes,DSL,Two year,Bank transfer,51.53,2585.86,Yes,49-72 Months
CUST00612,Female,0,Yes,Yes,42,Yes,DSL,Month-to-month,Electronic check,55.79,2372.66,No,25-48 Months
CUST00613,Female,0,No,No,38,Yes,No,Month-to-month,Electronic check,35.46,1396.8,Yes,25-48 Months
CUST00614,Female,0,Yes,No,60,Yes,DSL,Two year,Electronic check,64.33,3952.8,No,49-72 Months
CUST00615,Female,0,No,No,41,Yes,No,One year,Bank transfer,19.12,740.29,No,25-48 Months
CUST00616,Male,0,No,Yes,17,Yes,DSL,Month-to-month,Bank transfer,70.45,1224.15,Yes,13-24 Months
CUST00617,Male,0,Yes,No,22,Yes,No,Month-to-month,Mailed check,45.34,1039.87,Yes,13-24 Months
CUST00618,Female,0,Yes,No,53,Yes,No,Month-to-month,Electronic check,31.6,1477.0,No,49-72 Months
CUST00619,Male,0,Yes,No,29,Yes,Fiber optic,One year,Mailed check,101.65,2908.53,No,25-48 Months
CUST00620,Male,0,Yes,Yes,57,Yes,DSL,Month-to-month,Bank transfer,69.82,3975.82,Yes,49-72 Months
CUST00621,Female,1,Yes,No,67,Yes,DSL,Month-to-month,Bank transfer,69.4,4659.95,Yes,49-72 Months
CUST00622,Female,0,Yes,Yes,66,No,Fiber optic,Month-to-month,Electronic check,74.5,4925.68,No,49-72 Months
CUST00623,Male,0,No,Yes,70,Yes,Fiber optic,One year,Electronic check,89.27,6301.4,Yes,49-72 Months
CUST00624,Female,1,Yes,No,17,Yes,DSL,Two year,Bank transfer,59.82,1249.45,No,13-24 Months
CUST00625,Male,0,Yes,Yes,6,Yes,DSL,Two year,Electronic check,59.03,282.73,No,0-12 Months
CUST00626,Female,0,No,Yes,39,Yes,Fiber optic,Month-to-month,Electronic check,72.45,2871.29,Yes,25-48 Months
CUST00627,Male,0,Yes,Yes,69,Yes,Fiber optic,Two year,Electronic check,75.38,5357.38,Yes,49-72 Months
CUST00628,Female,0,No,No,64,Yes,DSL,One year,Mailed check,57.51,3464.8,No,49-72 Months
CUST00629,Male,1,Yes,No,67,No,DSL,Two year,Mailed check,45.52,3082.02,No,49-72 Months
CUST00630,Male,0,No,No,48,Yes,No,Month-to-month,Bank transfer,47.79,2092.27,Yes,25-48 Months
CUST00631,Male,1,No,No,51,Yes,Fiber optic,Month-to-month,Electronic check,63.18,3484.45,No,49-72 Months
CUST00632,Female,0,No,Yes,28,Yes,Fiber optic,Two year,Bank transfer,90.76,2603.93,No,25-48 Months
CUST00633,Male,0,No,No,20,Yes,Fiber optic,Month-to-month,Electronic check,71.9,1484.45,Yes,13-24 Months
CUST00634,Male,0,Yes,No,8,Yes,DSL,Month-to-month,Credit card,59.16,248.48,Yes,0-12 Months
CUST00635,Female,0,No,Yes,46,Yes,DSL,Two year,Bank transfer,54.2,2432.66,No,25-48 Months
CUST00636,Female,0,Yes,No,41,Yes,DSL,Two year,Bank transfer,74.83,3008.05,No,25-48 Months
CUST00637,Male,1,Yes,No,50,Yes,No,Two year,Electronic check,31.0,1761.97,Yes,49-72 Months
CUST00638,Male,0,Yes,Yes,55,Yes,Fiber optic,One year,Electronic check,84.17,4716.85,Yes,49-72 Months
CUST00639,Female,1,No,Yes,50,Yes,DSL,Month-to-month,Mailed check,64.59,3031.15,Yes,49-72 Months
CUST00640,Female,0,Yes,Yes,69,No,No,Month-to-month,Bank transfer,18.0,1298.34,No,49-72 Months
CUST00641,Female,1,No,Yes,19,Yes,DSL,Month-to-month,Electronic check,59.23,945.02,No,13-24 Months
CUST00642,Female,0,No,No,26,Yes,No,Month-to-month,Credit card,44.63,964.86,No,25-48 Months
CUST00643,Female,0,No,No,37,Yes,No,Month-to-month,Credit card,28.01,1090.78,No,25-48 Months
CUST00644,Male,1,No,No,71,Yes,DSL,Month-to-month,Mailed check,66.63,4820.1,No,49-72 Months
CUST00645,Female,0,Yes,No,64,No,DSL,One year,Credit card,42.35,2765.45,No,49-72 Months
CUST00646,Male,0,Yes,Yes,53,Yes,Fiber optic,One year,Electronic check,89.31,4958.98,Yes,49-72 Months
CUST00647,Male,0,Yes,No,23,Yes,Fiber optic,Two year,Electronic check,93.98,2205.79,No,13-24 Months
CUST00648,Male,0,Yes,No,46,Yes,Fiber optic,One year,Electronic check,63.94,2961.65,No,25-48 Months
CUST00649,Female,1,Yes,No,70,Yes,No,Two year,Bank transfer,24.29,1554.38,No,49-72 Months
CUST00650,Male,0,Yes,No,62,Yes,Fiber optic,One year,Electronic check,76.49,4845.29,Yes,49-72 Months
CUST00651,Male,0,Yes,No,56,Yes,DSL,Two year,Credit card,71.72,3818.15,No,49-72 Months
CUST00652,Female,0,No,No,54,No,DSL,One year,Electronic check,49.26,2902.48,No,49-72 Months
CUST00653,Male,0,No,No,59,No,Fiber optic,Two year,Electronic check,55.04,3351.86,No,49-72 Months
CUST00654,Male,0,Yes,Yes,61,Yes,DSL,Two year,Credit card,65.43,4326.01,No,49-72 Months
CUST00655,Female,0,No,Yes,29,Yes,No,Two year,Electronic check,27.69,849.73,Yes,25-48 Months
CUST00656,Male,0,Yes,Yes,21,Yes,DSL,Month-to-month,Electronic check,66.96,1516.58,No,13-24 Months
CUST00657,Male,0,Yes,No,28,Yes,DSL,Month-to-month,Bank transfer,64.31,1767.42,Yes,25-48 Months
CUST00658,Male,0,No,No,40,Yes,DSL,Month-to-month,Electronic check,52.66,2101.21,Yes,25-48 Months
CUST00659,Female,0,No,No,41,Yes,Fiber optic,Month-to-month,Electronic check,79.47,3132.09,Yes,25-48 Months
CUST00660,Female,0,Yes,No,64,Yes,DSL,Month-to-month,Electronic check,69.8,4293.47,No,49-72 Months
CUST00661,Female,0,No,No,30,Yes,Fiber optic,Month-to-month,Mailed check,64.86,1968.54,No,25-48 Months
CUST00662,Male,0,No,No,29,Yes,Fiber optic,Month-to-month,Credit card,82.41,2383.99,No,25-48 Months
CUST00663,Male,0,No,Yes,17,No,No,Month-to-month,Credit card,18.0,176.88,Yes,13-24 Months
CUST00664,Female,0,No,Yes,16,No,Fiber optic,One year,Electronic check,64.87,930.07,No,13-24 Months
CUST00665,Male,0,No,No,37,Yes,DSL,Month-to-month,Mailed check,63.66,2359.32,Yes,25-48 Months
CUST00666,Male,0,Yes,No,13,Yes,Fiber optic,One year,Mailed check,96.11,1118.26,No,13-24 Months
CUST00667,Female,0,Yes,No,55,No,DSL,One year,Credit card,44.79,2506.25,No,49-72 Months
CUST00668,Female,0,Yes,Yes,21,Yes,Fiber optic,One year,Electronic check,91.72,1798.67,Yes,13-24 Months
CUST00669,Male,0,Yes,Yes,66,Yes,DSL,Two year,Mailed check,53.28,3547.18,No,49-72 Months
CUST00670,Male,0,No,No,55,Yes,Fiber optic,Month-to-month,Bank transfer,76.04,4044.11,Yes,49-72 Months
CUST00671,Male,0,Yes,Yes,18,Yes,No,Month-to-month,Credit card,39.7,577.02,No,13-24 Months
CUST00672,Female,1,No,Yes,56,Yes,Fiber optic,Month-to-month,Electronic check,81.61,4286.69,No,49-72 Months
CUST00673,Female,0,No,No,43,Yes,Fiber optic,Month-to-month,Electronic check,77.37,3307.68,Yes,25-48 Months
CUST00674,Female,0,No,Yes,34,Yes,Fiber optic,One year,Electronic check,77.16,2797.93,Yes,25-48 Months
CUST00675,Female,0,No,No,0,Yes,DSL,Month-to-month,Electronic check,70.67,167.68,Yes,
CUST00676,Male,0,No,Yes,51,No,No,Month-to-month,Bank transfer,18.0,956.89,Yes,49-72 Months
CUST00677,Female,0,Yes,Yes,69,Yes,DSL,Month-to-month,Bank transfer,51.83,3336.15,Yes,49-72 Months
CUST00678,Female,1,No,No,36,Yes,No,Month-to-month,Bank transfer,28.16,1115.03,No,25-48 Months
CUST00679,Female,0,Yes,No,64,Yes,Fiber optic,One year,Electronic check,85.36,5490.12,Yes,49-72 Months
CUST00680,Female,0,No,No,50,Yes,Fiber optic,One year,Electronic check,98.05,4853.72,No,49-72 Months
CUST00681,Female,0,Yes,No,0,Yes,Fiber optic,Month-to-month,Electronic check,75.81,144.88,Yes,
CUST00682,Male,0,No,Yes,20,No,Fiber optic,Month-to-month,Electronic check,82.19,1717.65,Yes,13-24 Months
CUST00683,Male,0,No,No,52,Yes,Fiber optic,Month-to-month,Bank transfer,79.91,4390.71,Yes,49-72 Months
CUST00684,Female,0,Yes,Yes,15,Yes,DSL,Month-to-month,Electronic check,57.76,697.72,No,13-24 Months
CUST00685,Male,0,Yes,No,60,Yes,Fiber optic,Two year,Electronic check,72.72,4203.91,No,49-72 Months
CUST00686,Female,0,No,No,53,Yes,Fiber optic,Month-to-month,Mailed check,78.42,4017.18,No,49-72 Months
CUST00687,Female,0,No,No,39,Yes,No,One year,Mailed check,28.95,1094.85,No,25-48 Months
CUST00688,Male,0,No,No,25,No,Fiber optic,Two year,Mailed check,58.31,1648.33,No,25-48 Months
CUST00689,Male,0,No,Yes,64,Yes,DSL,Month-to-month,Credit card,46.78,2919.09,No,49-72 Months
CUST00690,Female,0,Yes,Yes,63,Yes,DSL,Month-to-month,Electronic check,74.13,4597.93,Yes,49-72 Months
CUST00691,Female,0,Yes,No,42,No,Fiber optic,Two year,Bank transfer,73.52,3137.92,No,25-48 Months
CUST00692,Female,0,Yes,No,16,Yes,DSL,Two year,Electronic check,62.17,1095.9,No,13-24 Months
CUST00693,Male,0,No,No,58,Yes,DSL,Month-to-month,Electronic check,58.85,3144.89,No,49-72 Months
CUST00694,Female,0,Yes,Yes,22,Yes,No,One year,Credit card,34.96,893.89,Yes,13-24 Months
CUST00695,Female,0,No,No,6,Yes,Fiber optic,Two year,Electronic check,73.78,364.05,No,0-12 Months
CUST00696,Female,0,No,Yes,43,Yes,Fiber optic,Month-to-month,Bank transfer,70.93,3037.7,Yes,25-48 Months
CUST00697,Male,0,No,No,52,Yes,DSL,Two year,Electronic check,65.74,3588.67,No,49-72 Months
CUST00698,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,Mailed check,77.9,5427.03,No,49-72 Months
CUST00699,Female,0,No,No,33,Yes,DSL,Month-to-month,Bank transfer,62.61,1882.31,No,25-48 Months
CUST00700,Male,0,Yes,Yes,45,Yes,Fiber optic,Two year,Credit card,66.7,2824.63,No,25-48 Months
CUST00701,Female,0,No,No,67,Yes,DSL,Two year,Credit card,57.48,3847.67,No,49-72 Months
CUST00702,Female,1,No,No,15,Yes,No,Month-to-month,Bank transfer,25.77,346.43,Yes,13-24 Months
CUST00703,Male,0,No,No,70,Yes,Fiber optic,Month-to-month,Electronic check,83.87,5878.04,Yes,49-72 Months
CUST00704,Female,0,No,No,18,Yes,Fiber optic,One year,Bank transfer,87.96,1535.13,No,13-24 Months
CUST00705,Male,0,Yes,No,1,Yes,Fiber optic,One year,Bank transfer,91.68,240.65,Yes,0-12 Months
CUST00706,Male,1,Yes,No,9,Yes,Fiber optic,One year,Electronic check,74.97,677.7,No,0-12 Months
CUST00707,Female,0,No,No,49,Yes,DSL,Two year,Mailed check,50.98,2286.46,No,49-72 Months
CUST00708,Female,0,Yes,Yes,11,Yes,Fiber optic,Two year,Credit card,76.65,941.13,No,0-12 Months
CUST00709,Female,0,No,Yes,69,Yes,DSL,Month-to-month,Mailed check,54.41,3983.04,No,49-72 Months
CUST00710,Female,0,No,No,21,Yes,No,Month-to-month,Electronic check,38.45,826.04,Yes,13-24 Months
CUST00711,Male,0,Yes,Yes,31,Yes,No,Month-to-month,Credit card,23.78,765.09,No,25-48 Months
CUST00712,Female,1,No,No,0,Yes,Fiber optic,One year,Electronic check,65.96,0.0,Yes,
CUST00713,Male,0,Yes,No,53,No,No,One year,Electronic check,18.0,924.91,No,49-72 Months
CUST00714,Female,0,No,No,57,Yes,Fiber optic,Month-to-month,Bank transfer,85.81,4951.51,No,49-72 Months
CUST00715,Female,0,No,No,69,No,DSL,Month-to-month,Mailed check,36.78,2673.63,Yes,49-72 Months
CUST00716,Female,0,No,No,17,Yes,No,Month-to-month,Bank transfer,41.79,763.95,No,13-24 Months
CUST00717,Male,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Electronic check,82.92,632.76,Yes,0-12 Months
CUST00718,Female,0,Yes,Yes,44,Yes,Fiber optic,Month-to-month,Electronic check,92.37,4076.1,Yes,25-48 Months
CUST00719,Female,0,No,No,22,No,Fiber optic,Month-to-month,Electronic check,58.58,1154.16,No,13-24 Months
CUST00720,Female,0,No,Yes,22,Yes,DSL,Month-to-month,Credit card,47.15,906.13,No,13-24 Months
CUST00721,Female,0,No,No,25,Yes,No,Month-to-month,Mailed check,39.79,1142.88,No,25-48 Months
CUST00722,Male,0,Yes,No,6,No,DSL,One year,Electronic check,47.24,404.29,No,0-12 Months
CUST00723,Female,1,Yes,No,43,Yes,DSL,Month-to-month,Electronic check,61.62,2452.31,No,25-48 Months
CUST00724,Male,0,Yes,Yes,26,Yes,Fiber optic,Two year,Electronic check,71.62,1836.98,Yes,25-48 Months
CUST00725,Male,1,No,No,25,Yes,Fiber optic,One year,Mailed check,86.2,2134.22,Yes,25-48 Months
CUST00726,Male,0,Yes,No,35,Yes,Fiber optic,One year,Electronic check,74.93,2532.37,No,25-48 Months
CUST00727,Male,0,Yes,Yes,54,Yes,DSL,One year,Mailed check,61.62,3158.24,Yes,49-72 Months
CUST00728,Male,0,No,Yes,63,Yes,DSL,Month-to-month,Mailed check,56.32,3455.33,Yes,49-72 Months
CUST00729,Male,0,Yes,Yes,56,Yes,DSL,Month-to-month,Bank transfer,62.84,3404.64,No,49-72 Months
